,file_name,class,x1,y1,x2,y2
0,2007_000027.jpg,person,173.0,100.0,348.0,350.0
1,2007_000032.jpg,aeroplane,103.0,77.0,374.0,182.0
2,2007_000032.jpg,aeroplane,132.0,87.0,196.0,122.0
3,2007_000032.jpg,person,194.0,179.0,212.0,228.0
4,2007_000032.jpg,person,25.0,188.0,43.0,237.0
5,2007_000033.jpg,aeroplane,8.0,106.0,498.0,262.0
6,2007_000033.jpg,aeroplane,420.0,199.0,481.0,225.0
7,2007_000033.jpg,aeroplane,324.0,187.0,410.0,222.0
8,2007_000039.jpg,tvmonitor,155.0,88.0,343.0,278.0
9,2007_000042.jpg,train,262.0,31.0,499.0,294.0
10,2007_000042.jpg,train,0.0,35.0,234.0,298.0
11,2007_000061.jpg,boat,273.0,10.0,436.0,278.0
12,2007_000061.jpg,boat,183.0,213.0,280.0,251.0
13,2007_000063.jpg,dog,122.0,114.0,378.0,274.0
14,2007_000063.jpg,chair,74.0,0.0,427.0,374.0
15,2007_000068.jpg,bird,26.0,44.0,265.0,374.0
16,2007_000121.jpg,tvmonitor,250.0,27.0,474.0,266.0
17,2007_000121.jpg,tvmonitor,21.0,27.0,250.0,272.0
18,2007_000123.jpg,train,0.0,25.0,357.0,339.0
19,2007_000129.jpg,bicycle,69.0,201.0,254.0,499.0
20,2007_000129.jpg,bicycle,250.0,241.0,333.0,499.0
21,2007_000129.jpg,bicycle,0.0,143.0,66.0,435.0
22,2007_000129.jpg,person,0.0,0.0,65.0,362.0
23,2007_000129.jpg,person,73.0,0.0,271.0,461.0
24,2007_000129.jpg,person,251.0,18.0,333.0,486.0
25,2007_000170.jpg,bottle,86.0,99.0,108.0,164.0
26,2007_000170.jpg,bottle,40.0,113.0,72.0,180.0
27,2007_000170.jpg,bottle,323.0,147.0,351.0,205.0
28,2007_000170.jpg,bottle,425.0,156.0,442.0,194.0
29,2007_000170.jpg,person,2.0,90.0,42.0,205.0
30,2007_000170.jpg,person,3.0,27.0,460.0,371.0
31,2007_000175.jpg,sheep,24.0,33.0,418.0,270.0
32,2007_000187.jpg,tvmonitor,0.0,94.0,239.0,335.0
33,2007_000241.jpg,boat,355.0,182.0,499.0,279.0
34,2007_000241.jpg,boat,59.0,108.0,141.0,212.0
35,2007_000241.jpg,boat,245.0,133.0,347.0,216.0
36,2007_000243.jpg,aeroplane,180.0,126.0,273.0,192.0
37,2007_000250.jpg,diningtable,0.0,169.0,473.0,374.0
38,2007_000250.jpg,bottle,96.0,123.0,149.0,296.0
39,2007_000256.jpg,aeroplane,7.0,95.0,490.0,231.0
40,2007_000272.jpg,person,24.0,70.0,303.0,499.0
41,2007_000323.jpg,person,276.0,2.0,499.0,374.0
42,2007_000323.jpg,person,11.0,2.0,304.0,374.0
43,2007_000332.jpg,horse,53.0,49.0,284.0,261.0
44,2007_000333.jpg,train,0.0,38.0,366.0,269.0
45,2007_000346.jpg,bottle,123.0,106.0,229.0,342.0
46,2007_000346.jpg,person,136.0,77.0,496.0,374.0
47,2007_000346.jpg,person,88.0,201.0,128.0,246.0
48,2007_000346.jpg,person,71.0,208.0,110.0,258.0
49,2007_000363.jpg,bird,58.0,14.0,219.0,238.0
50,2007_000363.jpg,bird,160.0,121.0,499.0,332.0
51,2007_000364.jpg,motorbike,53.0,24.0,453.0,314.0
52,2007_000364.jpg,motorbike,317.0,36.0,488.0,160.0
53,2007_000364.jpg,person,368.0,0.0,457.0,129.0
54,2007_000392.jpg,horse,99.0,95.0,354.0,323.0
55,2007_000392.jpg,person,197.0,57.0,285.0,196.0
56,2007_000423.jpg,person,50.0,79.0,121.0,265.0
57,2007_000423.jpg,person,366.0,91.0,460.0,314.0
58,2007_000452.jpg,sofa,49.0,120.0,294.0,337.0
59,2007_000452.jpg,chair,473.0,139.0,499.0,283.0
60,2007_000464.jpg,cow,70.0,251.0,215.0,313.0
61,2007_000464.jpg,cow,57.0,201.0,240.0,294.0
62,2007_000480.jpg,person,292.0,161.0,418.0,374.0
63,2007_000480.jpg,person,113.0,164.0,227.0,372.0
64,2007_000480.jpg,person,4.0,171.0,115.0,372.0
65,2007_000480.jpg,aeroplane,1.0,67.0,485.0,324.0
66,2007_000491.jpg,cow,1.0,1.0,458.0,333.0
67,2007_000504.jpg,cow,340.0,101.0,499.0,405.0
68,2007_000504.jpg,person,35.0,33.0,78.0,122.0
69,2007_000504.jpg,person,1.0,43.0,35.0,119.0
70,2007_000504.jpg,person,28.0,41.0,40.0,63.0
71,2007_000515.jpg,bicycle,0.0,198.0,39.0,292.0
72,2007_000515.jpg,person,0.0,84.0,28.0,278.0
73,2007_000515.jpg,car,63.0,163.0,150.0,209.0
74,2007_000515.jpg,car,146.0,166.0,185.0,199.0
75,2007_000528.jpg,cat,123.0,67.0,318.0,309.0
76,2007_000529.jpg,boat,289.0,142.0,499.0,249.0
77,2007_000529.jpg,car,421.0,236.0,460.0,254.0
78,2007_000549.jpg,cat,0.0,48.0,340.0,498.0
79,2007_000559.jpg,bottle,35.0,249.0,78.0,353.0
80,2007_000559.jpg,tvmonitor,159.0,25.0,370.0,240.0
81,2007_000572.jpg,bicycle,0.0,177.0,234.0,330.0
82,2007_000572.jpg,bicycle,7.0,133.0,225.0,296.0
83,2007_000584.jpg,bicycle,30.0,73.0,368.0,345.0
84,2007_000584.jpg,sofa,343.0,206.0,499.0,373.0
85,2007_000629.jpg,train,33.0,83.0,499.0,183.0
86,2007_000629.jpg,person,86.0,99.0,106.0,123.0
87,2007_000636.jpg,train,78.0,95.0,391.0,299.0
88,2007_000645.jpg,bird,134.0,45.0,499.0,373.0
89,2007_000645.jpg,bird,123.0,145.0,364.0,374.0
90,2007_000648.jpg,person,393.0,198.0,403.0,222.0
91,2007_000648.jpg,person,423.0,198.0,435.0,219.0
92,2007_000648.jpg,person,433.0,195.0,443.0,219.0
93,2007_000648.jpg,person,442.0,194.0,451.0,219.0
94,2007_000648.jpg,bus,28.0,112.0,352.0,265.0
95,2007_000648.jpg,aeroplane,327.0,85.0,473.0,191.0
96,2007_000648.jpg,car,1.0,212.0,27.0,234.0
97,2007_000661.jpg,sofa,118.0,176.0,330.0,277.0
98,2007_000661.jpg,pottedplant,64.0,89.0,169.0,196.0
99,2007_000661.jpg,chair,132.0,158.0,178.0,196.0
100,2007_000663.jpg,bus,11.0,1.0,416.0,466.0
101,2007_000663.jpg,car,6.0,38.0,62.0,93.0
102,2007_000663.jpg,car,361.0,23.0,421.0,52.0
103,2007_000663.jpg,car,375.0,35.0,421.0,80.0
104,2007_000663.jpg,car,372.0,67.0,421.0,107.0
105,2007_000663.jpg,car,375.0,97.0,421.0,209.0
106,2007_000664.jpg,person,50.0,1.0,324.0,374.0
107,2007_000676.jpg,sheep,58.0,93.0,471.0,269.0
108,2007_000713.jpg,boat,79.0,167.0,253.0,311.0
109,2007_000713.jpg,boat,183.0,159.0,471.0,268.0
